teacher_name,teacher_category,student_type,distill_temperature,alpha,teacher_accuracy,teacher_auc,teacher_ece,teacher_params,student_accuracy,student_auc,student_ece,student_ts_ece,student_optimal_temp,student_params,baseline_ece,baseline_ts_ece,compression_ratio,training_time,seed
StandardMLP,MLP,StudentMLP,1.0,0.1,0.8130821987920974,0.8463212280094059,0.033684776226272715,269262,0.8620124884839799,0.9128076967928149,0.016489035288520807,0.010096131937691,0.9305159449577332,36078,0.011402455870966265,0.01138899765171973,7.463329452852154,16.55844235420227,456
StandardMLP,MLP,StudentMLP,1.0,0.2,0.8130821987920974,0.8463212280094059,0.033684776226272715,269262,0.8582249974408844,0.9108945152546284,0.006635984427420801,0.006614541147186043,0.9686854481697083,36078,0.011402455870966265,0.01138899765171973,7.463329452852154,20.772156476974487,456
StandardMLP,MLP,StudentMLP,1.0,0.3,0.8130821987920974,0.8463212280094059,0.033684776226272715,269262,0.8593510082915344,0.9116679266186469,0.02441281599285037,0.021280915258923814,0.9198840856552124,36078,0.011402455870966265,0.01138899765171973,7.463329452852154,17.812605142593384,456
StandardMLP,MLP,StudentMLP,1.0,0.4,0.8130821987920974,0.8463212280094059,0.033684776226272715,269262,0.8591462790459617,0.9088330058839585,0.025281974202852702,0.013853390197272383,0.8993157148361206,36078,0.011402455870966265,0.01138899765171973,7.463329452852154,20.02601408958435,456
StandardMLP,MLP,StudentMLP,1.0,0.5,0.8130821987920974,0.8463212280094059,0.033684776226272715,269262,0.8580202681953117,0.9089863412916943,0.050958551888224755,0.030006326503356884,0.821549654006958,36078,0.011402455870966265,0.01138899765171973,7.463329452852154,11.863547325134277,456
StandardMLP,MLP,StudentMLP,1.0,0.6,0.8130821987920974,0.8463212280094059,0.033684776226272715,269262,0.8549493295117208,0.9052531076033526,0.05703292501910535,0.03634863978768337,0.8030153512954712,36078,0.011402455870966265,0.01138899765171973,7.463329452852154,15.652101993560791,456
StandardMLP,MLP,StudentMLP,1.0,0.7,0.8130821987920974,0.8463212280094059,0.033684776226272715,269262,0.8459412427065206,0.901539299853491,0.0643989932291955,0.0441640316868026,0.8407317996025085,36078,0.011402455870966265,0.01138899765171973,7.463329452852154,21.922640085220337,456
StandardMLP,MLP,StudentMLP,1.0,0.8,0.8130821987920974,0.8463212280094059,0.033684776226272715,269262,0.8171767837035521,0.8994133827045717,0.08485427734141085,0.06327929308857055,0.7916271686553955,36078,0.011402455870966265,0.01138899765171973,7.463329452852154,16.93268132209778,456
StandardMLP,MLP,StudentMLP,1.0,0.9,0.8130821987920974,0.8463212280094059,0.033684776226272715,269262,0.8131845634148838,0.8904471753188934,0.08689622243368487,0.05461725071324261,0.8235689997673035,36078,0.011402455870966265,0.01138899765171973,7.463329452852154,12.384735822677612,456
StandardMLP,MLP,StudentMLP,1.0,1.0,0.8130821987920974,0.8463212280094059,0.033684776226272715,269262,0.8130821987920974,0.8540998630226715,0.03335661839814669,0.01756085797096424,0.8317804336547852,36078,0.011402455870966265,0.01138899765171973,7.463329452852154,12.219221830368042,456
