teacher_name,teacher_category,student_type,distill_temperature,alpha,teacher_accuracy,teacher_auc,teacher_ece,teacher_params,student_accuracy,student_auc,student_ece,student_ts_ece,student_optimal_temp,student_params,baseline_ece,baseline_ts_ece,compression_ratio,training_time,seed
StandardMLP,MLP,StudentMLP,1.0,0.1,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8591462790459617,0.9126488933431367,0.022070109778426963,0.021810152601004138,0.974074125289917,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,24.347028017044067,42
StandardMLP,MLP,StudentMLP,1.0,0.2,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8605793837649708,0.9116782871191695,0.03480422005022252,0.013450596197464896,0.8250016570091248,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,11.651331663131714,42
StandardMLP,MLP,StudentMLP,1.0,0.3,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8570989865902344,0.9089816215081228,0.040224949833570424,0.026947880181139677,0.8226640820503235,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,25.51215386390686,42
StandardMLP,MLP,StudentMLP,1.0,0.4,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8532091309243526,0.909330655259065,0.068446123187551,0.051269363667230575,0.7874916791915894,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,18.254735469818115,42
StandardMLP,MLP,StudentMLP,1.0,0.5,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8332480294810114,0.9050507037139746,0.08486893751800262,0.06938196769181923,0.8011663556098938,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,17.18720769882202,42
StandardMLP,MLP,StudentMLP,1.0,0.6,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8158460436073293,0.9054458704714108,0.1091987234257617,0.08637760476319718,0.7690839767456055,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,12.960893869400024,42
StandardMLP,MLP,StudentMLP,1.0,0.7,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8117514586958747,0.9006056173022201,0.1228003754963198,0.09401136462996444,0.7832523584365845,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,18.920867681503296,42
StandardMLP,MLP,StudentMLP,1.0,0.8,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8090899785034292,0.892254996322598,0.1379318467175195,0.10865437918876425,0.8227910995483398,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,13.927620649337769,42
StandardMLP,MLP,StudentMLP,1.0,0.9,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8071450506704883,0.8903836021365193,0.11143219349254714,0.13764829684858468,0.847346842288971,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,23.526411294937134,42
StandardMLP,MLP,StudentMLP,1.0,1.0,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.7992629747159382,0.7342161515828716,0.04736476108982468,0.06669316354867122,0.8528005480766296,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,9.282750844955444,42
StandardMLP,MLP,StudentMLP,1.292,0.1,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8619101238611936,0.9118664453203288,0.010531576225443132,0.008596750775370988,0.9345042109489441,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,20.638165950775146,42
StandardMLP,MLP,StudentMLP,1.292,0.2,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8592486436687481,0.9129848037934168,0.03461958251551079,0.02801652393006463,0.8689484596252441,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,15.401287317276001,42
StandardMLP,MLP,StudentMLP,1.292,0.3,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8570989865902344,0.9129527438001326,0.05837132370737976,0.04637925329264751,0.7917579412460327,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,13.80627727508545,42
StandardMLP,MLP,StudentMLP,1.292,0.4,0.7984440577336472,0.7671787746958358,0.035746357049909326,269262,0.8532091309243526,0.9097808477859438,0.07392636347248999,0.050432692063871874,0.751787543296814,36078,0.00791692080094225,0.006730318366710929,7.463329452852154,18.95888638496399,42
