teacher_name,teacher_category,student_type,mismatch_level,distill_temperature,alpha,teacher_accuracy,teacher_auc,teacher_ece,teacher_params,student_accuracy,student_auc,student_ece,student_ts_ece,student_optimal_temp,student_params,compression_ratio,training_time,seed
StandardMLP,MLP,MLP,0,1.0,0.1,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8609888422561163,0.9149775309522833,0.009434282139045878,0.005774107727837339,0.9483507871627808,36078,7.463329452852154,14.037112474441528,456
StandardMLP,MLP,MLP,0,1.0,0.2,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8608864776333299,0.9139931682859554,0.009222477596309982,0.007718237893527573,0.9585959315299988,36078,7.463329452852154,12.69693899154663,456
StandardMLP,MLP,MLP,0,1.0,0.3,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8605793837649708,0.9116187717995003,0.01646076130699521,0.011441658751398232,0.9225046634674072,36078,7.463329452852154,18.955753803253174,456
StandardMLP,MLP,MLP,0,1.0,0.4,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8576108097041663,0.9119284068692882,0.03600136039147285,0.029288763818734808,0.8972062468528748,36078,7.463329452852154,11.126296043395996,456
StandardMLP,MLP,MLP,0,1.0,0.5,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8563824342307299,0.9109190351058654,0.03594181279904743,0.026923404509835238,0.8592183589935303,36078,7.463329452852154,22.71886396408081,456
StandardMLP,MLP,MLP,0,1.0,0.6,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8542327771522162,0.9106783837020577,0.04756204891415638,0.0356906981179116,0.8478794693946838,36078,7.463329452852154,13.896413803100586,456
StandardMLP,MLP,MLP,0,1.0,0.7,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8546422356433616,0.9078436932007143,0.05640652757650913,0.03467508086267155,0.816536009311676,36078,7.463329452852154,19.646210432052612,456
StandardMLP,MLP,MLP,0,1.0,0.8,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8509571092230526,0.9026032369196667,0.060445674412789155,0.031647306046209266,0.7758268117904663,36078,7.463329452852154,9.64289665222168,456
StandardMLP,MLP,MLP,0,1.0,0.9,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8431773978912888,0.8971927533133743,0.06725461115628369,0.03741311121910081,0.7883774638175964,36078,7.463329452852154,8.902459383010864,456
StandardMLP,MLP,MLP,0,1.0,1.0,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8388780837342614,0.8893308601667418,0.05950964014408642,0.03954973906638593,0.8023227453231812,36078,7.463329452852154,15.55122685432434,456
StandardMLP,MLP,MLP,0,1.292,0.1,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8603746545193981,0.9128542039284946,0.007231012636150996,0.007231894524363594,0.9999176859855652,36078,7.463329452852154,15.643107652664185,456
StandardMLP,MLP,MLP,0,1.292,0.2,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8629337700890573,0.9143599300044584,0.015661062139433156,0.009670260837950842,0.9177712202072144,36078,7.463329452852154,12.8974130153656,456
StandardMLP,MLP,MLP,0,1.292,0.3,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8590439144231754,0.9122392218849688,0.03183822838246536,0.02624786697264789,0.9043145775794983,36078,7.463329452852154,18.281721830368042,456
StandardMLP,MLP,MLP,0,1.292,0.4,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8622172177295526,0.9120233493449112,0.03077279963114083,0.019422239166453643,0.8594306707382202,36078,7.463329452852154,17.729957342147827,456
StandardMLP,MLP,MLP,0,1.292,0.5,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8577131743269526,0.9106814342938783,0.042655293032266124,0.025063979307208453,0.8273816704750061,36078,7.463329452852154,27.746580362319946,456
StandardMLP,MLP,MLP,0,1.292,0.6,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8534138601699253,0.9084561714566137,0.05264344781962092,0.03214651257583728,0.821438729763031,36078,7.463329452852154,24.19947624206543,456
StandardMLP,MLP,MLP,0,1.292,0.7,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8540280479066434,0.907559642811384,0.05884101061835506,0.03433087789081284,0.7981079816818237,36078,7.463329452852154,17.64657688140869,456
StandardMLP,MLP,MLP,0,1.292,0.8,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.847169618179957,0.9049075849109209,0.06533239947547868,0.04121697890452224,0.7959534525871277,36078,7.463329452852154,21.920740604400635,456
StandardMLP,MLP,MLP,0,1.292,0.9,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8435868563824342,0.8976446725903405,0.06722158535419583,0.03562561823906485,0.7751703262329102,36078,7.463329452852154,12.042932987213135,456
StandardMLP,MLP,MLP,0,1.292,1.0,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8406182823216296,0.8890867552627602,0.0559256526562706,0.03395480086535217,0.7905069589614868,36078,7.463329452852154,15.833241701126099,456
StandardMLP,MLP,MLP,0,1.668,0.1,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8631384993346299,0.91445933325114,0.011553406920552876,0.007848884896998247,0.9332091808319092,36078,7.463329452852154,13.218099594116211,456
StandardMLP,MLP,MLP,0,1.668,0.2,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8604770191421844,0.9131185693668318,0.015105393287627644,0.009574597100251067,0.9127013087272644,36078,7.463329452852154,15.447811365127563,456
StandardMLP,MLP,MLP,0,1.668,0.3,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8620124884839799,0.9128030921259159,0.027853279141256376,0.01839629666835348,0.8731583952903748,36078,7.463329452852154,13.916394472122192,456
StandardMLP,MLP,MLP,0,1.668,0.4,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8608864776333299,0.913700915833711,0.03383454585108325,0.02407511767491504,0.8469237089157104,36078,7.463329452852154,14.199143648147583,456
StandardMLP,MLP,MLP,0,1.668,0.5,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8568942573446617,0.911466760233498,0.05010504037452972,0.0335216709690153,0.8103619813919067,36078,7.463329452852154,11.010898113250732,456
StandardMLP,MLP,MLP,0,1.668,0.6,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.858941549800389,0.9089460792354964,0.04955115440532403,0.02548994333442761,0.7843039035797119,36078,7.463329452852154,12.561455726623535,456
StandardMLP,MLP,MLP,0,1.668,0.7,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8519807554509161,0.9084475952645146,0.06949002194830482,0.04157890375157879,0.7789541482925415,36078,7.463329452852154,14.734209775924683,456
StandardMLP,MLP,MLP,0,1.668,0.8,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8468625243115979,0.9040315758125598,0.06648304949950533,0.051946248980051214,0.8067322373390198,36078,7.463329452852154,26.726561307907104,456
StandardMLP,MLP,MLP,0,1.668,0.9,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8435868563824342,0.8970524836479644,0.0636704565597015,0.03494563287114314,0.7918006777763367,36078,7.463329452852154,11.87288522720337,456
StandardMLP,MLP,MLP,0,1.668,1.0,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8412324700583478,0.8892463069708094,0.05760599244475572,0.038502199644136474,0.7949166297912598,36078,7.463329452852154,8.917176008224487,456
StandardMLP,MLP,MLP,0,2.154,0.1,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8595557375371071,0.9140544103557116,0.024877264902753764,0.023531298740648833,0.9575533270835876,36078,7.463329452852154,12.332489967346191,456
StandardMLP,MLP,MLP,0,2.154,0.2,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8627290408434845,0.9137189603721217,0.019480552805374297,0.014028006132887728,0.903542697429657,36078,7.463329452852154,17.039243698120117,456
StandardMLP,MLP,MLP,0,2.154,0.3,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8619101238611936,0.913209856888104,0.029900863967253985,0.012578607237025408,0.8518705368041992,36078,7.463329452852154,14.227818489074707,456
StandardMLP,MLP,MLP,0,2.154,0.4,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8604770191421844,0.9114348729152226,0.041676549692641555,0.025791994728546864,0.8285928964614868,36078,7.463329452852154,10.62028694152832,456
StandardMLP,MLP,MLP,0,2.154,0.5,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8586344559320299,0.9108982277673154,0.04266511627462165,0.026834041957101578,0.8265671133995056,36078,7.463329452852154,10.498661994934082,456
StandardMLP,MLP,MLP,0,2.154,0.6,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8569966219674481,0.9101297088618772,0.05736848694959796,0.03682010192132336,0.7863388657569885,36078,7.463329452852154,11.230494499206543,456
StandardMLP,MLP,MLP,0,2.154,0.7,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8530044016787798,0.9065796257994421,0.06136012089686892,0.03716755666777572,0.7959367036819458,36078,7.463329452852154,29.71027183532715,456
StandardMLP,MLP,MLP,0,2.154,0.8,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8497287337496161,0.9035309046248008,0.0688271747419834,0.03830929098377966,0.7763038277626038,36078,7.463329452852154,12.845081329345703,456
StandardMLP,MLP,MLP,0,2.154,0.9,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8423584809089979,0.8955285403585815,0.06750287707791697,0.04096004897239496,0.8013041615486145,36078,7.463329452852154,8.77645230293274,456
StandardMLP,MLP,MLP,0,2.154,1.0,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8375473436380387,0.8875447674349669,0.062464098312316876,0.03379695119265891,0.7932029962539673,36078,7.463329452852154,8.337905883789062,456
StandardMLP,MLP,MLP,0,2.783,0.1,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8618077592384072,0.9123868877965853,0.017812702233178285,0.01409593972252877,0.916800320148468,36078,7.463329452852154,15.709106683731079,456
StandardMLP,MLP,MLP,0,2.783,0.2,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8596581021598936,0.9124886797142205,0.026776292808151792,0.01497260518566541,0.8735008835792542,36078,7.463329452852154,12.529748678207397,456
StandardMLP,MLP,MLP,0,2.783,0.3,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8643668748080663,0.9132599614197983,0.03569403455105247,0.01709889187342631,0.8378064632415771,36078,7.463329452852154,14.35074257850647,456
StandardMLP,MLP,MLP,0,2.783,0.4,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8616030299928344,0.9122800883036971,0.03504140823713429,0.022268194238108913,0.8345887064933777,36078,7.463329452852154,18.08987855911255,456
StandardMLP,MLP,MLP,0,2.783,0.5,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8594533729143208,0.9114044821136895,0.04814742172947436,0.030490948043077993,0.8087378740310669,36078,7.463329452852154,17.123616695404053,456
StandardMLP,MLP,MLP,0,2.783,0.6,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8576108097041663,0.909600546297681,0.056119542011024634,0.03155352706058156,0.7947647571563721,36078,7.463329452852154,16.157622575759888,456
StandardMLP,MLP,MLP,0,2.783,0.7,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8551540587572934,0.9056964794673874,0.06104383797249709,0.030817762348251395,0.7688149213790894,36078,7.463329452852154,10.196850061416626,456
StandardMLP,MLP,MLP,0,2.783,0.8,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8487050875217524,0.9004202219012001,0.061537810873473986,0.037767000888021554,0.7979333400726318,36078,7.463329452852154,9.636705160140991,456
StandardMLP,MLP,MLP,0,2.783,0.9,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.846043607329307,0.8949213862487841,0.06408203741382437,0.030891844742507283,0.7545264363288879,36078,7.463329452852154,8.844412803649902,456
StandardMLP,MLP,MLP,0,2.783,1.0,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8399017299621251,0.8892160888442848,0.059068111140135666,0.03694526043312797,0.7886318564414978,36078,7.463329452852154,12.038004398345947,456
StandardMLP,MLP,MLP,0,3.594,0.1,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8627290408434845,0.9126187327749485,0.01565713423895047,0.01555804993580901,0.9608522057533264,36078,7.463329452852154,17.529354095458984,456
StandardMLP,MLP,MLP,0,3.594,0.2,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8612959361244754,0.9138857068722007,0.028957126111673823,0.02113831230098997,0.8702811598777771,36078,7.463329452852154,12.900810956954956,456
StandardMLP,MLP,MLP,0,3.594,0.3,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8623195823523391,0.9145507934474207,0.03715409959139899,0.018310252276953473,0.8181447982788086,36078,7.463329452852154,16.432984828948975,456
StandardMLP,MLP,MLP,0,3.594,0.4,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8596581021598936,0.9119588840083257,0.04374041294928631,0.01985818185716827,0.8017323017120361,36078,7.463329452852154,12.579590082168579,456
StandardMLP,MLP,MLP,0,3.594,0.5,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8588391851776026,0.9105309192446183,0.04997589844935369,0.026074540777989343,0.7976371049880981,36078,7.463329452852154,19.825244903564453,456
StandardMLP,MLP,MLP,0,3.594,0.6,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8566895280990889,0.910425299697623,0.05898551511561959,0.028657477103079924,0.7652831077575684,36078,7.463329452852154,16.383500576019287,456
StandardMLP,MLP,MLP,0,3.594,0.7,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8541304125294298,0.9066984549846038,0.05973203459041294,0.03484503132884023,0.7865266799926758,36078,7.463329452852154,14.183521032333374,456
StandardMLP,MLP,MLP,0,3.594,0.8,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8489098167673252,0.9016870233234436,0.06849426384689207,0.0389685658243231,0.7730844616889954,36078,7.463329452852154,9.77331829071045,456
StandardMLP,MLP,MLP,0,3.594,0.9,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8446105026102979,0.8949656198301822,0.06151726218210246,0.03582523804440544,0.7761693000793457,36078,7.463329452852154,9.565135717391968,456
StandardMLP,MLP,MLP,0,3.594,1.0,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8378544375063978,0.8893521567511498,0.06404140963654689,0.03388520235237512,0.7643715739250183,36078,7.463329452852154,8.236429452896118,456
StandardMLP,MLP,MLP,0,4.642,0.1,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.858941549800389,0.9137630212785111,0.014729901444678272,0.009793073221109139,0.9245102405548096,36078,7.463329452852154,13.793027639389038,456
StandardMLP,MLP,MLP,0,4.642,0.2,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8615006653700481,0.9144821263522899,0.030231517424132177,0.014529571268920674,0.8433510065078735,36078,7.463329452852154,17.243867874145508,456
StandardMLP,MLP,MLP,0,4.642,0.3,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8576108097041663,0.9112361527593639,0.03258544759864341,0.023856134257531116,0.8704556822776794,36078,7.463329452852154,22.174503564834595,456
StandardMLP,MLP,MLP,0,4.642,0.4,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8622172177295526,0.9116103682824097,0.03753965822465956,0.023762807651953075,0.8505716919898987,36078,7.463329452852154,22.256279945373535,456
StandardMLP,MLP,MLP,0,4.642,0.5,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8569966219674481,0.9101716113306577,0.04066026864893874,0.03206841516520987,0.8481823801994324,36078,7.463329452852154,13.317578315734863,456
StandardMLP,MLP,MLP,0,4.642,0.6,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8579179035725253,0.9084249172800372,0.057161650033998486,0.026484285088782054,0.7809305191040039,36078,7.463329452852154,18.266030073165894,456
StandardMLP,MLP,MLP,0,4.642,0.7,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.852492578564848,0.9081243476482066,0.06693769028748373,0.04359731426805163,0.7731948494911194,36078,7.463329452852154,17.321287155151367,456
StandardMLP,MLP,MLP,0,4.642,0.8,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8498310983724024,0.9030726827100168,0.0709048654689236,0.0394431866323317,0.7623794078826904,36078,7.463329452852154,13.431198120117188,456
StandardMLP,MLP,MLP,0,4.642,0.9,0.8379568021291841,0.8892210964195376,0.06056159855686345,269262,0.8430750332685024,0.8973713856098865,0.06884134844843934,0.04158758716683498,0.7921696901321411,36078,7.463329452852154,10.316985368728638,456
