teacher_name,teacher_category,student_type,mismatch_level,seed,distill_temperature,alpha,teacher_accuracy,teacher_auc,teacher_f1,teacher_recall,student_accuracy,student_auc,student_f1,student_recall,student_precision,student_ece,student_nll,student_brier,student_ts_ece,student_ts_f1,student_ts_recall,student_ts_auc,student_optimal_temp,student_params,teacher_params
FTTransformer,Attention,StudentAttention,homomorphic,456,1.0,0.1,0.8449175964786569,0.8985391291354659,0.6527618611047444,0.6090675791274593,0.8596581021598936,0.9150493637559071,0.6724014336917563,0.6017964071856288,0.7617758527341635,0.006430322947113114,0.30261052386007203,0.09662394083953998,0.0054927048858643005,0.6724014336917563,0.6017964071856288,0.9150493349767387,0.975513756275177,8594,54882
FTTransformer,Attention,StudentHybrid,heterogeneous,456,2.154,0.1,0.8449175964786569,0.8985391291354659,0.6527618611047444,0.6090675791274593,0.8575084450813799,0.9119592293583431,0.673392773345847,0.6137724550898204,0.7458419958419958,0.007326290778276533,0.30974832366833516,0.09867797104684627,0.007105234798361617,0.673392773345847,0.6137724550898204,0.9119592293583431,0.9885867238044739,14743,54882
TabTransformer,Attention,StudentMLP,heterogeneous,456,2.154,0.1,0.8489098167673252,0.8998609275479839,0.663013698630137,0.621043627031651,0.8588391851776026,0.9133175773143717,0.6754530477759473,0.6137724550898204,0.7509157509157509,0.005997741351617022,0.30528994352369965,0.09710304462998232,0.00708396513499712,0.6754530477759473,0.6137724550898204,0.9133175485352037,0.9699046015739441,36078,154882
TabTransformer,Attention,StudentAttention,homomorphic,456,7.743,0.1,0.8489098167673252,0.8998609275479839,0.663013698630137,0.621043627031651,0.8612959361244754,0.9139207023406327,0.6801982534812367,0.61633875106929,0.7588204318062138,0.0039376883197158995,0.30441113650852575,0.09684261281121224,0.003871183230754531,0.6801982534812367,0.61633875106929,0.9139207023406328,1.004595160484314,8594,154882
TabTransformer,Attention,StudentHybrid,heterogeneous,456,4.642,0.2,0.8489098167673252,0.8998609275479839,0.663013698630137,0.621043627031651,0.8619101238611936,0.9130719471144798,0.6851808634772462,0.6278870829769033,0.7539804827940421,0.008858486044454482,0.30601682081564513,0.09685809121539159,0.007678653096669783,0.6851808634772462,0.6278870829769033,0.9130719471144798,0.972150444984436,14743,154882
DeepFM,Hybrid,StudentMLP,heterogeneous,456,1.292,0.1,0.8458388780837343,0.8885238922926971,0.6601985559566786,0.625748502994012,0.8583273620636708,0.9130866820485566,0.6740461610927933,0.6120615911035072,0.75,0.01479490200733166,0.3085114425609171,0.09803660288482836,0.007506068866466938,0.6740461610927933,0.6120615911035072,0.9130866820485564,1.0750088691711426,36078,204343
DeepFM,Hybrid,StudentAttention,heterogeneous,456,1.292,0.1,0.8458388780837343,0.8885238922926971,0.6601985559566786,0.625748502994012,0.8613983007472618,0.9153802090725983,0.6780789348549691,0.6099230111206159,0.7633832976445396,0.006308585454160984,0.3015422737024198,0.09633288829943286,0.004562373346386845,0.6780789348549691,0.6099230111206159,0.9153801802934302,1.0240581035614014,8594,204343
DeepFM,Hybrid,StudentHybrid,homomorphic,456,1.292,0.1,0.8458388780837343,0.8885238922926971,0.6601985559566786,0.625748502994012,0.8573037158358071,0.9125553034884151,0.6710712600283153,0.6082121471343028,0.748421052631579,0.009567942036730882,0.3089089244144567,0.09834480119304999,0.005412334779692915,0.6710712600283153,0.6082121471343028,0.9125553034884151,1.0607166290283203,14743,204343
WideAndDeep,Hybrid,StudentMLP,heterogeneous,456,1.292,0.2,0.8132869280376702,0.8818089065539261,0.6576576576576577,0.7493584260051326,0.8613983007472618,0.9140363945964695,0.6684622918707149,0.5838323353293413,0.781786941580756,0.03431102263807263,0.3152160590336509,0.09773600290683133,0.01628216102411185,0.6684622918707149,0.5838323353293413,0.9140363945964696,0.8279023170471191,36078,202807
WideAndDeep,Hybrid,StudentAttention,heterogeneous,456,2.783,0.1,0.8132869280376702,0.8818089065539261,0.6576576576576577,0.7493584260051326,0.8621148531067663,0.9151317297350623,0.6728200145737188,0.5923866552609067,0.7785272625070264,0.018313677946222098,0.30860166274131445,0.09657986443310626,0.015064259295680038,0.6728200145737188,0.5923866552609067,0.9151317297350623,0.904186487197876,8594,202807
WideAndDeep,Hybrid,StudentHybrid,homomorphic,456,10.0,0.1,0.8132869280376702,0.8818089065539261,0.6576576576576577,0.7493584260051326,0.8606817483877572,0.9129186692650801,0.6736993526732199,0.6009409751924722,0.7665030005455538,0.018894650410048147,0.312044083811934,0.09752644085179539,0.015328314530195392,0.6736993526732199,0.6009409751924722,0.9129186692650801,0.9067493081092834,14743,202807
DCN,Hybrid,StudentMLP,heterogeneous,456,1.0,0.1,0.7530965298392875,0.577850470119223,0.3190287972896669,0.2416595380667237,0.8582249974408844,0.9109799893839405,0.6679453368496764,0.5958083832335329,0.7599563557010366,0.008240216721963923,0.31024562278857615,0.0986825104335332,0.007065974085171589,0.6679453368496764,0.5958083832335329,0.9109799893839404,0.9572683572769165,36078,205042
DCN,Hybrid,StudentAttention,heterogeneous,456,1.0,0.1,0.7530965298392875,0.577850470119223,0.3190287972896669,0.2416595380667237,0.8592486436687481,0.9135181681161583,0.6660189458343454,0.586398631308811,0.7706576728499157,0.010112393825517147,0.3050830399130838,0.09714770351853436,0.00961445254122226,0.6660189458343454,0.586398631308811,0.9135181968953263,0.9842929840087891,8594,205042
DCN,Hybrid,StudentHybrid,homomorphic,456,1.0,0.1,0.7530965298392875,0.577850470119223,0.3190287972896669,0.2416595380667237,0.8612959361244754,0.9133069002429998,0.6699147381242387,0.588109495295124,0.77815506508206,0.010455300889803256,0.3055993351102648,0.09704032545626089,0.010464558357079061,0.6699147381242387,0.588109495295124,0.9133069002429998,0.9998204708099365,14743,205042
